Datetime,Close_US,Close_UK,FX,Close_UK_GBP,Close_UK_USD,spread,spread_mean,spread_std,z_score,arb_signal
2024-11-20,44.437198638916016,722.2017211914062,1.2694543600082397,7.222017211914062,45.84010618859429,-1.4029075496782752,,,,0
2024-11-21,44.523712158203125,726.5999145507812,1.2655344009399414,7.265999145507813,45.976859379201784,-1.453147220998659,,,,0
2024-11-22,44.158447265625,724.1009521484375,1.2584789991378784,7.241009521484375,45.56329207672752,-1.404844811102521,,,,0
2024-11-25,44.6871223449707,733.3970947265625,1.2593823671340942,7.333970947265625,46.18136846030029,-1.494246115329588,,,,0
2024-11-26,44.523712158203125,732.2974853515625,1.2533055543899536,7.322974853515625,45.889625292845444,-1.3659131346423194,,,,0
2024-11-27,44.869747161865234,731.597900390625,1.2573871612548828,7.31597900390625,45.995090357610025,-1.1253431957447901,,,,0
2024-11-29,45.07160568237305,732.3975219726562,1.2696800231933594,7.323975219726562,46.49552513425006,-1.423919451877012,,,,0
2024-12-02,45.186954498291016,737.5953979492188,1.270163893699646,7.375953979492188,46.843352131705984,-1.6563976334149686,,,,0
2024-12-03,45.62911605834961,743.3930053710938,1.265854835510254,7.433930053710937,47.05138152667495,-1.4222654683253424,,,,0
2024-12-04,45.513763427734375,743.8927612304688,1.2674272060394287,7.4389276123046875,47.14149619796444,-1.6277327702300681,,,,0
2024-12-05,46.19623565673828,750.9898071289062,1.2701154947280884,7.509898071289062,47.69218952086412,-1.4959538641258376,,,,0
2024-12-06,45.74446105957031,743.29296875,1.2759333848953247,7.4329296875,47.41961567930411,-1.6751546197337959,,,,0
2024-12-09,46.09049987792969,749.790283203125,1.2749296426773071,7.49790283203125,47.796492892353854,-1.7059930144241662,,,,0
2024-12-10,46.15778732299805,749.6903076171875,1.2749085426330566,7.496903076171875,47.78932887551782,-1.6315415525197707,,,,0
2024-12-11,46.65761947631836,755.5879516601562,1.2780042886734009,7.555879516601562,48.282232134581506,-1.6246126582631462,,,,0
2024-12-12,46.50382614135742,760.7857666015625,1.2766337394714355,7.607857666015625,48.562238907659776,-2.0584127663023537,,,,0
2024-12-13,46.71529006958008,765.8836669921875,1.2677323818206787,7.658836669921875,48.54677626767807,-1.8314861980979913,,,,0
2024-12-16,46.7441291809082,761.1856079101562,1.2627378702163696,7.611856079101562,48.058894668591165,-1.314765487682962,,,,0
2024-12-17,46.75374221801758,757.38720703125,1.2690355777740479,7.5738720703125,48.057565593678746,-1.3038233756611675,,,,0
2024-12-18,46.0712776184082,767.5830078125,1.2710840702056885,7.675830078125,48.783126689551864,-2.7118490711436607,-1.5865154979649199,0.3364683626069804,-3.3445449802756424,1
2024-12-19,46.28274154663086,764.7841186523438,1.2567708492279053,7.647841186523437,48.05791931373605,-1.7751777671051912,-1.6051290088362655,0.33607334248540993,-0.5059870473847774,0
2024-12-20,46.39809036254883,760.48583984375,1.2497968673706055,7.6048583984375,47.52264101582114,-1.1245506532723084,-1.588699180449948,0.35156932728337126,1.3202190611000812,0
2024-12-23,46.80180358886719,764.7841186523438,1.256991982460022,7.647841186523437,48.06637527293751,-1.2645716840703258,-1.5816855240983383,0.35679060814255675,0.88879536846247,0
2024-12-24,47.340084075927734,771.6812744140625,1.2534469366073608,7.716812744140625,48.36307647257854,-1.0229923966508068,-1.5581228381643992,0.3778108396231903,1.416397798557884,0
2024-12-27,47.37853240966797,776.7791748046875,1.2529758214950562,7.767791748046875,48.66427623355776,-1.2857438238897885,-1.5541143726267728,0.38037405285134906,0.7055437844017821,0
2024-12-30,47.59000015258789,781.3773193359375,1.257880687713623,7.813773193359375,49.14397199050582,-1.5539718379179277,-1.5755458047354296,0.36677636626176335,0.05882049336326335,0
2024-12-31,47.54193878173828,784.9757690429688,1.254909873008728,7.849757690429687,49.253692132232025,-1.711753350493744,-1.589937499666266,0.3661602094781228,-0.33268456723109957,0
2025-01-02,46.79219055175781,783.0765991210938,1.2519248723983765,7.830765991210938,49.0176535716415,-2.2254630198836907,-1.6183907689897024,0.3927418227807708,-1.5457285567288745,0
2025-01-03,47.16706848144531,781.97705078125,1.2380222082138062,7.8197705078125,48.405247759036136,-1.2381792775908238,-1.6091864594529763,0.39967604685822883,0.9282697444056597,0
2025-01-06,47.359310150146484,784.1760864257812,1.2426837682724,7.841760864257813,48.724144703434646,-1.364834553288162,-1.596041548605881,0.4033403956821464,0.573230447019054,0
2025-01-07,46.955596923828125,775.6796264648438,1.2510946989059448,7.756796264648438,48.52243343597547,-1.566836512147347,-1.5995856810069564,0.4027255950377717,0.08131881674055946,0
2025-01-08,47.45542907714844,790.8733520507812,1.247785210609436,7.908733520507813,49.342003607703745,-1.8865745305553077,-1.6101566765480322,0.40755930852887856,-0.6782273112716533,0
2025-01-10,47.43620681762695,798.7700805664062,1.2299367189407349,7.987700805664063,49.12183260399361,-1.685625786366657,-1.6091383151451566,0.4073326231060456,-0.18777644333581303,0
2025-01-13,47.09978103637695,797.970458984375,1.2204945087432861,7.97970458984375,48.695928166489466,-1.596147130112513,-1.6073685940247937,0.4073070533632359,0.027550379546885603,0
2025-01-14,47.43620681762695,798.8700561523438,1.2233314514160156,7.988700561523437,48.86414326428203,-1.4279364466550746,-1.5975347834443903,0.4092384544760531,0.4144242432115818,0
2025-01-15,48.09945297241211,804.0679321289062,1.221344232559204,8.040679321289062,49.10218657457226,-1.0027336021601485,-1.54475082523728,0.41470999030462163,1.306978938894135,0
2025-01-16,48.8395881652832,817.46240234375,1.2243348360061646,8.1746240234375,50.04238481573702,-1.20279665045382,-1.5133163478550713,0.41565776036916807,0.7470561769987456,0
2025-01-17,48.66657257080078,822.3603515625,1.2236906290054321,8.223603515625,50.31573279363219,-1.6491602228314122,-1.5300360846124939,0.41397280763074124,-0.28775836485660095,0
