Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Datetime,,,,,
2024-11-20 14:30:00+00:00,411.2749938964844,417.0849914550781,410.5799865722656,416.8699951171875,3495824
2024-11-20 15:30:00+00:00,413.2099914550781,413.57989501953125,411.17999267578125,411.2749938964844,1507920
2024-11-20 16:30:00+00:00,414.0198974609375,416.2200012207031,413.0640869140625,413.2300109863281,1206677
2024-11-20 17:30:00+00:00,414.32000732421875,414.6499938964844,413.1990051269531,413.95001220703125,953198
2024-11-20 18:30:00+00:00,413.3399963378906,414.32000732421875,413.0400085449219,414.30999755859375,1164161
2024-11-20 19:30:00+00:00,414.5400085449219,414.54998779296875,413.1099853515625,413.30999755859375,1598461
2024-11-20 20:30:00+00:00,415.3699951171875,416.260009765625,414.54998779296875,414.57000732421875,2480210
2024-11-21 14:30:00+00:00,411.2078857421875,419.7799987792969,411.010009765625,419.5,3934855
2024-11-21 15:30:00+00:00,415.5150146484375,415.5989990234375,410.2886962890625,411.114990234375,2465804
2024-11-21 16:30:00+00:00,414.239990234375,415.5799865722656,411.7799987792969,415.5400085449219,1411390
2024-11-21 17:30:00+00:00,415.45001220703125,415.94000244140625,414.20001220703125,414.25,1208514
2024-11-21 18:30:00+00:00,412.82501220703125,415.9800109863281,412.3500061035156,415.45001220703125,1902371
2024-11-21 19:30:00+00:00,413.760009765625,413.989990234375,412.5299987792969,412.82501220703125,1914781
2024-11-21 20:30:00+00:00,412.82501220703125,414.4800109863281,412.79998779296875,413.760009765625,1759462
2024-11-22 14:30:00+00:00,411.9599914550781,415.5950012207031,411.05999755859375,411.364990234375,5010128
2024-11-22 15:30:00+00:00,413.04998779296875,413.8999938964844,411.7593078613281,412.05389404296875,2095950
2024-11-22 16:30:00+00:00,414.1073913574219,414.5799865722656,412.2799987792969,412.92999267578125,1499858
2024-11-22 17:30:00+00:00,414.53009033203125,415.239990234375,413.3299865722656,414.1600036621094,1138815
2024-11-22 18:30:00+00:00,414.5799865722656,415.20001220703125,414.3500061035156,414.5849914550781,2228665
2024-11-22 19:30:00+00:00,414.5303039550781,415.2587890625,414.0,414.56500244140625,1458619
2024-11-22 20:30:00+00:00,416.8299865722656,417.3999938964844,414.05999755859375,414.5299987792969,2925161
2024-11-25 14:30:00+00:00,415.69000244140625,421.05999755859375,414.8900146484375,418.19000244140625,5833522
2024-11-25 15:30:00+00:00,416.5,416.75,414.95001220703125,415.635009765625,1464379
2024-11-25 16:30:00+00:00,415.3699951171875,417.29998779296875,415.1700134277344,416.489990234375,1112928
2024-11-25 17:30:00+00:00,416.6300048828125,416.7998962402344,414.864990234375,415.3800048828125,920193
2024-11-25 18:30:00+00:00,416.3399963378906,417.1689147949219,415.95001220703125,416.6400146484375,915708
2024-11-25 19:30:00+00:00,416.57501220703125,416.9200134277344,416.010009765625,416.3399963378906,1217448
2024-11-25 20:30:00+00:00,418.7799987792969,419.3299865722656,416.5199890136719,416.6099853515625,1935279
2024-11-26 14:30:00+00:00,424.7074890136719,425.2900085449219,418.92999267578125,419.5849914550781,6451347
2024-11-26 15:30:00+00:00,425.4100036621094,427.25,424.7099914550781,424.7650146484375,2648100
2024-11-26 16:30:00+00:00,425.4800109863281,426.4599914550781,425.1400146484375,425.4100036621094,1194683
2024-11-26 17:30:00+00:00,426.1099853515625,426.95001220703125,425.42999267578125,425.4750061035156,1129355
2024-11-26 18:30:00+00:00,426.3900146484375,427.0,426.1000061035156,426.1099853515625,1267993
2024-11-26 19:30:00+00:00,428.29998779296875,428.3299865722656,426.2699890136719,426.3999938964844,1692644
2024-11-26 20:30:00+00:00,427.6700134277344,429.0414123535156,427.4700012207031,428.29998779296875,2743641
2024-11-27 14:30:00+00:00,425.55499267578125,427.2298889160156,424.1400146484375,425.1050109863281,3574603
2024-11-27 15:30:00+00:00,424.57501220703125,426.0899963378906,422.989990234375,425.5741882324219,1579376
2024-11-27 16:30:00+00:00,423.8699951171875,425.0050048828125,423.2799987792969,424.5299987792969,1102404
2024-11-27 17:30:00+00:00,423.75,424.20001220703125,423.1700134277344,423.8599853515625,882423
2024-11-27 18:30:00+00:00,424.3785095214844,424.6499938964844,423.70001220703125,423.7300109863281,978304
2024-11-27 19:30:00+00:00,423.8677978515625,424.8999938964844,423.69500732421875,424.3500061035156,979922
2024-11-27 20:30:00+00:00,422.9100036621094,424.3999938964844,422.0199890136719,423.82000732421875,2261695
2024-11-29 14:30:00+00:00,421.53338623046875,421.6199951171875,417.79998779296875,420.0299987792969,5757104
2024-11-29 15:30:00+00:00,423.0249938964844,423.5400085449219,421.45001220703125,421.55999755859375,1613349
2024-11-29 16:30:00+00:00,424.25,424.7831115722656,422.7250061035156,423.1099853515625,1447262
2024-12-02 14:30:00+00:00,430.5799865722656,430.67999267578125,421.30999755859375,421.5400085449219,3899831
2024-12-02 15:30:00+00:00,430.2959899902344,432.7799987792969,430.1199951171875,430.6058044433594,2328424
2024-12-02 16:30:00+00:00,430.92498779296875,431.7699890136719,429.760009765625,430.3349914550781,2223879
2024-12-02 17:30:00+00:00,430.7409973144531,431.3500061035156,430.2449951171875,430.9599914550781,1023632
2024-12-02 18:30:00+00:00,431.2900085449219,431.7298889160156,430.3999938964844,430.739990234375,1054645
2024-12-02 19:30:00+00:00,431.57000732421875,431.94000244140625,431.0,431.2900085449219,1204936
2024-12-02 20:30:00+00:00,430.9700012207031,431.69000244140625,430.04998779296875,431.6099853515625,1731851
2024-12-03 14:30:00+00:00,429.6600036621094,432.4700012207031,428.6000061035156,429.8399963378906,4273516
2024-12-03 15:30:00+00:00,431.3949890136719,431.9289855957031,429.510009765625,429.6099853515625,1256278
2024-12-03 16:30:00+00:00,430.0899963378906,431.739990234375,429.9287109375,431.44000244140625,1013520
2024-12-03 17:30:00+00:00,429.9949951171875,430.6700134277344,429.5805969238281,430.07501220703125,883272
2024-12-03 18:30:00+00:00,429.55999755859375,430.6700134277344,427.739990234375,429.989990234375,1598379
2024-12-03 19:30:00+00:00,430.52740478515625,430.55999755859375,429.42999267578125,429.6000061035156,1129437
2024-12-03 20:30:00+00:00,431.1400146484375,431.5,430.44000244140625,430.5400085449219,1573616
2024-12-04 14:30:00+00:00,438.1199951171875,439.5450134277344,432.6300048828125,432.9150085449219,6605292
2024-12-04 15:30:00+00:00,437.4549865722656,439.58349609375,437.15130615234375,438.114990234375,2109552
2024-12-04 16:30:00+00:00,437.5,437.7200012207031,436.3299865722656,437.44500732421875,1975807
2024-12-04 17:30:00+00:00,437.2300109863281,437.70001220703125,436.55999755859375,437.5150146484375,991971
2024-12-04 18:30:00+00:00,437.94000244140625,438.1400146484375,436.0899963378906,437.1700134277344,1566958
2024-12-04 19:30:00+00:00,437.67999267578125,438.6199951171875,437.6099853515625,437.94000244140625,2037773
2024-12-04 20:30:00+00:00,437.3299865722656,438.3699951171875,436.8900146484375,437.6600036621094,2911876
2024-12-05 14:30:00+00:00,438.0,439.94000244140625,436.1709899902344,437.9200134277344,3312902
2024-12-05 15:30:00+00:00,439.6400146484375,439.8800048828125,437.8645935058594,438.1099853515625,1556106
2024-12-05 16:30:00+00:00,442.8450012207031,443.79998779296875,439.2900085449219,439.6650085449219,3275028
2024-12-05 17:30:00+00:00,443.3800048828125,444.6600036621094,442.3599853515625,442.8399963378906,2015915
2024-12-05 18:30:00+00:00,442.9901123046875,444.43499755859375,442.340087890625,443.375,1941367
2024-12-05 19:30:00+00:00,442.42401123046875,443.5,442.1000061035156,443.04998779296875,1478752
2024-12-05 20:30:00+00:00,442.6300048828125,443.760009765625,441.989990234375,442.42999267578125,2908008
2024-12-06 14:30:00+00:00,444.82000732421875,446.0899963378906,442.0,442.0,3829787
